Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
215,7,215-7,Leaf,,,,,-0.00873876456,2.38401031,
215,8,215-8,Leaf,,,,,-0.0285343118,2.83947754,
215,9,215-9,Leaf,,,,,-0.0258813277,3.74119663,
215,10,215-10,cost_per_road_hour,49.9392853,215-11,215-12,215-12,4.01719141,41.2458038,
215,11,215-11,Leaf,,,,,0.0135525232,36.9654961,
215,12,215-12,Leaf,,,,,-0.0231431685,4.2803092,
216,0,216-0,billed_utilization,1.04988921,216-1,216-2,216-2,1.99073529,57.3799744,
216,1,216-1,Leaf,,,,,-0.0295134727,3.09740043,
216,2,216-2,revenue_per_kent_leg,70.0001984,216-3,216-4,216-4,2.28962374,54.2825737,
216,3,216-3,Leaf,,,,,-0.0292210076,3.08421922,
216,4,216-4,revenue_per_kent_leg,86.1234818,216-5,216-6,216-6,2.65342617,51.1983528,
216,5,216-5,contract_concentration,0.132929295,216-7,216-8,216-8,0.178741693,6.59766245,
216,6,216-6,revenue_per_kent_leg,97.9469604,216-9,216-10,216-10,2.08628869,44.6006927,
216,7,216-7,Leaf,,,,,0.0274045691,4.40420341,
216,8,216-8,Leaf,,,,,0.00586359622,2.1934588,
216,9,216-9,cost_per_road_hour,49.9392853,216-11,216-12,216-12,1.27675927,36.4658623,
216,10,216-10,vehicle_utilization,1.14033055,216-13,216-14,216-14,0.171166778,8.13482857,
216,11,216-11,Leaf,,,,,-0.00363032194,33.0464859,
216,12,216-12,Leaf,,,,,-0.0265907478,3.41937804,
216,13,216-13,Leaf,,,,,0.00325034698,3.04937077,
216,14,216-14,Leaf,,,,,0.0185765661,5.08545828,
217,0,217-0,revenue_per_kent_leg,70.0001984,217-1,217-2,217-2,2.05693126,56.0927429,
217,1,217-1,Leaf,,,,,-0.0290980116,3.0533042,
217,2,217-2,high_acuity_share,0.050309673,217-3,217-4,217-4,2.35578108,53.0394363,
217,3,217-3,Leaf,,,,,-0.0268093199,3.64719892,
217,4,217-4,vehicle_utilization,0.949723125,217-5,217-6,217-6,2.70619249,49.3922386,
217,5,217-5,Leaf,,,,,-0.0286617633,2.91920376,
217,6,217-6,total_volume_pool,1.20034683,217-7,217-8,217-8,3.13735557,46.4730339,
217,7,217-7,Leaf,,,,,-0.0247302093,3.86673021,
217,8,217-8,billed_utilization,1.05165946,217-9,217-10,217-10,3.80459976,42.6063042,
217,9,217-9,Leaf,,,,,-0.0261162426,3.4133656,
217,10,217-10,Leaf,,,,,0.0122826109,39.1929398,
218,0,218-0,revenue_per_kent_leg,70.0001984,218-1,218-2,218-2,2.11905003,56.1664886,
218,1,218-1,Leaf,,,,,-0.0293121599,3.15359831,
218,2,218-2,contract_concentration,0.200034514,218-3,218-4,218-4,2.4228375,53.0128937,
218,3,218-3,road_hours_per_vehicle,8.96322536,218-5,218-6,218-6,2.57920814,49.9092064,
218,4,218-4,Leaf,,,,,-0.0290790461,3.10368514,
218,5,218-5,Leaf,,,,,-0.0286012199,2.80743957,
218,6,218-6,billed_utilization,1.05165946,218-7,218-8,218-8,2.93466854,47.1017685,
218,7,218-7,Leaf,,,,,-0.0256207064,3.41666293,
218,8,218-8,vehicle_utilization,0.95466727,218-9,218-10,218-10,3.4869771,43.6851044,
218,9,218-9,Leaf,,,,,-0.0248983931,3.51732826,
218,10,218-10,Leaf,,,,,0.0114333974,40.1677742,
219,0,219-0,vehicle_utilization,1.20946527,219-1,219-2,219-2,1.90306938,54.9611092,
219,1,219-1,cost_per_road_hour,49.9392853,219-3,219-4,219-4,2.02056909,46.8381195,
219,2,219-2,contract_concentration,0.151982278,219-5,219-6,219-6,0.22065556,8.1229887,
219,3,219-3,vehicle_utilization,0.949723125,219-7,219-8,219-8,1.79282272,43.5299873,
219,4,219-4,Leaf,,,,,-0.0320708565,3.30813122,
219,5,219-5,Leaf,,,,,0.0174962748,5.31311464,
219,6,219-6,Leaf,,,,,0.00151380571,2.80987406,
219,7,219-7,Leaf,,,,,-0.0286554433,2.94294953,
219,8,219-8,vehicle_utilization,1.20474994,219-9,219-10,219-10,2.18888593,40.5870399,
219,9,219-9,billed_utilization,1.14493263,219-11,219-12,219-12,0.248493552,9.90616226,
219,10,219-10,road_hours_per_vehicle,9.00397682,219-13,219-14,219-14,1.14240503,30.6808777,
219,11,219-11,Leaf,,,,,0.000534212741,2.32891297,
219,12,219-12,Leaf,,,,,0.0174785871,7.57724857,
219,13,219-13,Leaf,,,,,-0.0274471249,2.48069239,
219,14,219-14,Leaf,,,,,-0.00321437418,28.2001839,
220,0,220-0,vehicle_utilization,0.95466727,220-1,220-2,220-2,2.06711316,55.039402,
220,1,220-1,Leaf,,,,,-0.0288634077,3.40136647,
220,2,220-2,billed_utilization,1.05165946,220-3,220-4,220-4,2.40264654,51.6380348,
220,3,220-3,Leaf,,,,,-0.0282781459,3.45172524,
220,4,220-4,revenue_per_kent_leg,70.0001984,220-5,220-6,220-6,2.62762094,48.1863098,
220,5,220-5,Leaf,,,,,-0.0286963582,2.93820667,
220,6,220-6,high_acuity_share,0.050309673,220-7,220-8,220-8,2.94805813,45.2481041,
220,7,220-7,Leaf,,,,,-0.0258537121,3.41372085,
220,8,220-8,total_volume_pool,1.20034683,220-9,220-10,220-10,3.47680473,41.8343849,
220,9,220-9,Leaf,,,,,-0.0240728501,3.72681999,
220,10,220-10,Leaf,,,,,0.0116031896,38.107563,
221,0,221-0,non_billable_noshow,0.0997218192,221-1,221-2,221-2,2.93196607,54.7180862,
221,1,221-1,road_hours_per_vehicle,9.00397682,221-3,221-4,221-4,2.51170826,49.7212334,
221,2,221-2,Leaf,,,,,-0.0300952736,4.99685478,
221,3,221-3,Leaf,,,,,-0.0299370252,3.14813399,
221,4,221-4,contract_concentration,0.200034514,221-5,221-6,221-6,2.67513561,46.5730972,
221,5,221-5,billed_utilization,1.05165946,221-7,221-8,221-8,2.9009316,43.5892258,
221,6,221-6,Leaf,,,,,-0.0287176631,2.98387265,
221,7,221-7,Leaf,,,,,-0.0253092386,3.43816781,
221,8,221-8,vehicle_utilization,0.95466727,221-9,221-10,221-10,3.52876616,40.1510582,
221,9,221-9,Leaf,,,,,-0.0250725411,3.44236088,
221,10,221-10,Leaf,,,,,0.0119150477,36.7086983,
222,0,222-0,contract_concentration,0.200034514,222-1,222-2,222-2,2.06594419,54.2897797,
222,1,222-1,cost_per_road_hour,50.3312798,222-3,222-4,222-4,2.33084798,51.2921181,
222,2,222-2,Leaf,,,,,-0.0286961924,2.99766159,
222,3,222-3,revenue_per_kent_leg,70.0001984,222-5,222-6,222-6,2.68390703,48.4227829,
222,4,222-4,Leaf,,,,,-0.0286038797,2.8693347,
222,5,222-5,Leaf,,,,,-0.0283433795,2.84152436,
222,6,222-6,billed_utilization,1.04988921,222-7,222-8,222-8,2.95838499,45.5812569,
222,7,222-7,Leaf,,,,,-0.0279537197,2.67612767,
222,8,222-8,road_hours_per_vehicle,9.00397682,222-9,222-10,222-10,3.53188848,42.9051285,
222,9,222-9,Leaf,,,,,-0.0242029857,3.58947062,
222,10,222-10,Leaf,,,,,0.0121760545,39.3156586,
223,0,223-0,high_acuity_share,0.0498093776,223-1,223-2,223-2,1.96061218,53.7651482,
223,1,223-1,Leaf,,,,,-0.0284979139,2.8888526,
223,2,223-2,revenue_per_kent_leg,70.0001984,223-3,223-4,223-4,2.2317338,50.8762932,
223,3,223-3,Leaf,,,,,-0.0283017624,2.83538699,
223,4,223-4,cost_per_road_hour,50.3312798,223-5,223-6,223-6,2.55366015,48.0409088,
223,5,223-5,total_volume_pool,1.19552481,223-7,223-8,223-8,2.94585729,45.2848587,
223,6,223-6,Leaf,,,,,-0.0281551499,2.75604773,
223,7,223-7,Leaf,,,,,-0.0280554909,2.70094776,
223,8,223-8,road_hours_per_vehicle,8.96322536,223-9,223-10,223-10,3.42563438,42.5839119,
223,9,223-9,Leaf,,,,,-0.0280013159,2.66358876,
223,10,223-10,Leaf,,,,,0.0114440406,39.9203224,
224,0,224-0,cost_per_road_hour,49.9392853,224-1,224-2,224-2,1.67564917,53.5855026,
224,1,224-1,cost_per_road_hour,38.8037987,224-3,224-4,224-4,2.21872926,49.4780388,
224,2,224-2,Leaf,,,,,-0.0254829023,4.10746336,
224,3,224-3,cost_per_road_hour,38.75,224-5,224-6,224-6,1.28818583,39.9432716,
224,4,224-4,road_hours_per_vehicle,11.5558252,224-7,224-8,224-8,0.339099765,9.53476906,
224,5,224-5,billed_utilization,1.1629262,224-9,224-10,224-10,0.283230752,7.47964907,
224,6,224-6,billed_utilization,1.05165946,224-11,224-12,224-12,0.676900864,32.463623,
224,7,224-7,Leaf,,,,,0.0018549019,3.37259817,
224,8,224-8,road_hours_per_vehicle,14.4384537,224-13,224-14,224-14,0.0746490955,6.16217136,
224,9,224-9,Leaf,,,,,-0.00136234937,2.56878948,
224,10,224-10,vehicle_utilization,1.14475167,224-15,224-16,224-16,0.130617738,4.91085958,
224,11,224-11,Leaf,,,,,-0.0272099376,2.19197488,
224,12,224-12,road_hours_per_vehicle,9.00397682,224-17,224-18,224-18,0.931777,30.2716465,
224,13,224-13,Leaf,,,,,0.0229383186,4.15973473,
224,14,224-14,Leaf,,,,,0.00505297398,2.00243664,
224,15,224-15,Leaf,,,,,0.00148124748,2.13743639,
224,16,224-16,Leaf,,,,,0.0173002351,2.77342319,
224,17,224-17,Leaf,,,,,-0.0266253464,2.34754038,
224,18,224-18,Leaf,,,,,-0.00413317559,27.9241066,
225,0,225-0,non_billable_noshow,0.0997218192,225-1,225-2,225-2,2.42277145,52.0782127,
225,1,225-1,contract_concentration,0.200034514,225-3,225-4,225-4,2.23335385,47.6877022,
225,2,225-2,Leaf,,,,,-0.0273108277,4.3905077,
225,3,225-3,vehicle_utilization,0.949723125,225-5,225-6,225-6,2.43171501,44.8748627,
225,4,225-4,Leaf,,,,,-0.0280947816,2.81284165,
225,5,225-5,Leaf,,,,,-0.0275034178,2.62709689,
225,6,225-6,total_volume_pool,1.19552481,225-7,225-8,225-8,2.83799958,42.2477646,
225,7,225-7,Leaf,,,,,-0.0275635887,2.56656766,
225,8,225-8,cost_per_road_hour,49.9392853,225-9,225-10,225-10,3.28748035,39.6811981,
225,9,225-9,Leaf,,,,,0.0128522655,35.4534187,
225,10,225-10,Leaf,,,,,-0.020567121,4.2277813,
226,0,226-0,cost_per_road_hour,49.9392853,226-1,226-2,226-2,1.67303634,52.4043465,
226,1,226-1,cost_per_road_hour,38.8037987,226-3,226-4,226-4,2.03552604,48.6196556,
226,2,226-2,Leaf,,,,,-0.0260914676,3.78469038,
226,3,226-3,non_billable_noshow,0.0997218192,226-5,226-6,226-6,1.75918412,39.0491219,
226,4,226-4,contract_concentration,0.126151547,226-7,226-8,226-8,0.513303399,9.57053375,
226,5,226-5,non_billable_noshow,0.0512909591,226-9,226-10,226-10,1.94299364,34.8566132,
226,6,226-6,Leaf,,,,,-0.0270891357,4.19250965,
226,7,226-7,Leaf,,,,,0.0214677099,4.98952675,
226,8,226-8,cost_per_road_hour,44.1328735,226-11,226-12,226-12,0.0674240515,4.58100748,
226,9,226-9,vehicle_utilization,0.95466727,226-13,226-14,226-14,1.11420202,30.5237217,
226,10,226-10,Leaf,,,,,0.0195582472,4.33289146,
226,11,226-11,Leaf,,,,,-0.00126765238,2.44595003,
226,12,226-12,Leaf,,,,,0.00616204599,2.13505721,
226,13,226-13,Leaf,,,,,-0.0266372766,2.59173369,
226,14,226-14,Leaf,,,,,-0.00301691797,27.9319878,
227,0,227-0,total_volume_pool,1.19552481,227-1,227-2,227-2,1.88916588,51.9405785,
227,1,227-1,Leaf,,,,,-0.0282755625,2.77215338,
227,2,227-2,revenue_per_kent_leg,70.0001984,227-3,227-4,227-4,2.02340388,49.1684265,
227,3,227-3,Leaf,,,,,-0.0275516268,2.63296247,
227,4,227-4,contract_concentration,0.200034514,227-5,227-6,227-6,2.33170843,46.5354614,
227,5,227-5,high_acuity_share,0.0498093776,227-7,227-8,227-8,2.69983816,43.9278717,
227,6,227-6,Leaf,,,,,-0.0273487139,2.60759044,
227,7,227-7,Leaf,,,,,-0.0273341537,2.55535078,
227,8,227-8,cost_per_road_hour,50.3312798,227-9,227-10,227-10,3.05962563,41.3725204,
227,9,227-9,Leaf,,,,,0.0110881934,38.8914986,
227,10,227-10,Leaf,,,,,-0.0270643625,2.4810226,
228,0,228-0,revenue_per_kent_leg,97.9469604,228-1,228-2,228-2,2.05980659,51.8259201,
228,1,228-1,cost_per_road_hour,49.9392853,228-3,228-4,228-4,1.67223036,44.5258293,
228,2,228-2,Leaf,,,,,0.0151737295,7.30008745,
228,3,228-3,non_billable_noshow,0.0997218192,228-5,228-6,228-6,1.72094023,41.590023,
228,4,228-4,Leaf,,,,,-0.0306911301,2.93580818,
228,5,228-5,billed_utilization,1.05165946,228-7,228-8,228-8,2.02188706,36.9694252,
228,6,228-6,Leaf,,,,,-0.0238214172,4.62059832,
228,7,228-7,Leaf,,,,,-0.0260923002,3.15050507,
228,8,228-8,revenue_per_kent_leg,70.0001984,228-9,228-10,228-10,2.29151201,33.8189201,
228,9,228-9,Leaf,,,,,-0.0270064417,2.48698068,
228,10,228-10,Leaf,,,,,0.00620794203,31.3319378,
229,0,229-0,high_acuity_share,0.050309673,229-1,229-2,229-2,1.89297628,51.9878883,
229,1,229-1,Leaf,,,,,-0.0276681632,3.32851148,
229,2,229-2,high_acuity_share,0.191356495,229-3,229-4,229-4,2.10010481,48.6593742,
229,3,229-3,vehicle_utilization,1.14475167,229-5,229-6,229-6,0.444427729,7.73886538,
229,4,229-4,high_acuity_share,0.221598953,229-7,229-8,229-8,1.32557607,40.9205093,
229,5,229-5,Leaf,,,,,0.00234732218,3.1287787,
229,6,229-6,Leaf,,,,,0.0237470977,4.61008644,
229,7,229-7,cost_per_road_hour,49.9392853,229-9,229-10,229-10,0.742469668,34.0663414,
229,8,229-8,revenue_per_kent_leg,89.8707199,229-11,229-12,229-12,0.277448714,6.85416842,
229,9,229-9,non_billable_noshow,0.100725584,229-13,229-14,229-14,1.01309347,31.0789185,
229,10,229-10,Leaf,,,,,-0.0239266418,2.98742247,
229,11,229-11,Leaf,,,,,-0.0,3.06603932,
229,12,229-12,Leaf,,,,,0.0161459353,3.78812933,
229,13,229-13,Leaf,,,,,-0.00240432634,28.8689098,
229,14,229-14,Leaf,,,,,-0.0258940421,2.21000838,
230,0,230-0,road_hours_per_vehicle,12.5491028,230-1,230-2,230-2,1.63833952,52.087841,
230,1,230-1,non_billable_noshow,0.0997218192,230-3,230-4,230-4,1.13096404,43.9847984,
230,2,230-2,total_volume_pool,1.57582366,230-5,230-6,230-6,0.126346171,8.10304356,
230,3,230-3,non_billable_noshow,0.0822356716,230-7,230-8,230-8,1.71882415,39.45047,
230,4,230-4,Leaf,,,,,-0.023142051,4.53432751,
230,5,230-5,Leaf,,,,,0.00367424707,3.9323051,
230,6,230-6,Leaf,,,,,0.0166318491,4.1707387,
230,7,230-7,road_hours_per_vehicle,9.00397682,230-9,230-10,230-10,1.57849526,36.9394226,
230,8,230-8,Leaf,,,,,0.0222640578,2.51104927,
230,9,230-9,Leaf,,,,,-0.0294295233,3.01860476,
230,10,230-10,road_hours_per_vehicle,12.3629551,230-11,230-12,230-12,2.06045008,33.9208183,
230,11,230-11,Leaf,,,,,0.0141946506,7.24858427,
230,12,230-12,Leaf,,,,,-0.00830969866,26.6722336,
231,0,231-0,vehicle_utilization,0.949723125,231-1,231-2,231-2,1.8258189,50.4492683,
231,1,231-1,Leaf,,,,,-0.0278895088,2.74009967,
231,2,231-2,contract_concentration,0.200034514,231-3,231-4,231-4,2.0654943,47.7091713,
231,3,231-3,revenue_per_kent_leg,70.0001984,231-5,231-6,231-6,2.39776087,45.0314369,
231,4,231-4,Leaf,,,,,-0.0275913924,2.67773342,
231,5,231-5,Leaf,,,,,-0.0274934638,2.6295836,
231,6,231-6,billed_utilization,1.04988921,231-7,231-8,231-8,2.67557716,42.4018517,
231,7,231-7,Leaf,,,,,-0.0272100829,2.48626733,
231,8,231-8,non_billable_noshow,0.100725584,231-9,231-10,231-10,3.13373518,39.9155846,
231,9,231-9,Leaf,,,,,0.0115532428,37.4341621,
231,10,231-10,Leaf,,,,,-0.0271305982,2.48142385,
232,0,232-0,non_billable_noshow,0.0997218192,232-1,232-2,232-2,1.56413829,50.6820946,
232,1,232-1,billed_utilization,1.05165946,232-3,232-4,232-4,1.85586524,45.8988037,
232,2,232-2,Leaf,,,,,-0.0234941244,4.78328991,
232,3,232-3,Leaf,,,,,-0.0266475454,3.09695697,
232,4,232-4,revenue_per_kent_leg,70.0001984,232-5,232-6,232-6,2.16815686,42.8018456,
232,5,232-5,Leaf,,,,,-0.027658755,2.67752981,
232,6,232-6,contract_concentration,0.200034514,232-7,232-8,232-8,2.53336525,40.1243172,
232,7,232-7,total_volume_pool,1.20034683,232-9,232-10,232-10,3.01299667,37.4971924,
232,8,232-8,Leaf,,,,,-0.0274055358,2.62712407,
232,9,232-9,Leaf,,,,,-0.0233741272,3.54193282,
232,10,232-10,Leaf,,,,,0.0105911531,33.9552612,
233,0,233-0,total_volume_pool,1.20034683,233-1,233-2,233-2,2.4060545,49.8407364,
233,1,233-1,Leaf,,,,,-0.0313349627,3.5200069,
233,2,233-2,total_volume_pool,1.60599995,233-3,233-4,233-4,1.96131599,46.3207283,
233,3,233-3,billed_utilization,1.14493263,233-5,233-6,233-6,0.267943263,8.94102573,
233,4,233-4,total_volume_pool,1.62951708,233-7,233-8,233-8,1.41590905,37.3797035,
233,5,233-5,Leaf,,,,,0.000250337733,2.27167034,
233,6,233-6,revenue_per_kent_leg,89.1330719,233-9,233-10,233-10,0.177837968,6.66935587,
233,7,233-7,road_hours_per_vehicle,9.00397682,233-11,233-12,233-12,0.683493495,29.7525749,
233,8,233-8,road_hours_per_vehicle,11.2916899,233-13,233-14,233-14,0.121001601,7.62712812,
233,9,233-9,Leaf,,,,,0.00307982834,2.07426214,
233,10,233-10,Leaf,,,,,0.021907853,4.59509373,
233,11,233-11,Leaf,,,,,-0.026660325,2.34612703,
233,12,233-12,billed_utilization,1.05490267,233-15,233-16,233-16,0.752834678,27.4064484,
233,13,233-13,Leaf,,,,,0.000635492324,3.07027531,
233,14,233-14,total_volume_pool,1.82494593,233-17,233-18,233-18,0.0683391094,4.55685282,
233,15,233-15,Leaf,,,,,-0.0253140591,2.00142479,
233,16,233-16,Leaf,,,,,-0.00393853756,25.4050236,
233,17,233-17,Leaf,,,,,0.0165468175,2.3203814,
233,18,233-18,Leaf,,,,,0.00256299111,2.23647141,
234,0,234-0,high_acuity_share,0.0498093776,234-1,234-2,234-2,1.71143603,50.6074219,
234,1,234-1,Leaf,,,,,-0.0280215535,2.75681019,
234,2,234-2,contract_concentration,0.200034514,234-3,234-4,234-4,1.92106819,47.8506126,
234,3,234-3,total_volume_pool,1.19552481,234-5,234-6,234-6,2.12130618,45.1632004,
234,4,234-4,Leaf,,,,,-0.0275854394,2.68741059,
234,5,234-5,Leaf,,,,,-0.0272579696,2.51720881,
234,6,234-6,road_hours_per_vehicle,9.00397682,234-7,234-8,234-8,2.46306062,42.6459923,
234,7,234-7,Leaf,,,,,-0.0235439241,3.40061069,
234,8,234-8,billed_utilization,1.05165946,234-9,234-10,234-10,2.95692945,39.2453804,
234,9,234-9,Leaf,,,,,-0.0249336045,2.93616891,
234,10,234-10,Leaf,,,,,0.0107216062,36.3092117,
235,0,235-0,vehicle_utilization,0.95466727,235-1,235-2,235-2,1.7997582,49.0357399,
235,1,235-1,Leaf,,,,,-0.0258968864,3.26045728,
235,2,235-2,cost_per_road_hour,50.3312798,235-3,235-4,235-4,1.92499089,45.7752838,
235,3,235-3,total_volume_pool,1.19552481,235-5,235-6,235-6,2.14887333,43.2935677,
235,4,235-4,Leaf,,,,,-0.0270624235,2.48171449,
235,5,235-5,Leaf,,,,,-0.0266929474,2.37616277,
235,6,235-6,road_hours_per_vehicle,9.00397682,235-7,235-8,235-8,2.49350739,40.917408,
235,7,235-7,Leaf,,,,,-0.0228940025,3.23912096,
235,8,235-8,billed_utilization,1.05165946,235-9,235-10,235-10,2.91306424,37.6782837,
235,9,235-9,Leaf,,,,,-0.0229760166,3.01273084,
235,10,235-10,Leaf,,,,,0.0122626312,34.665554,
236,0,236-0,total_volume_pool,1.20034683,236-1,236-2,236-2,2.0674386,49.1784363,
236,1,236-1,Leaf,,,,,-0.0299371332,3.0114975,
236,2,236-2,vehicle_utilization,0.95466727,236-3,236-4,236-4,2.05857491,46.1669388,
236,3,236-3,Leaf,,,,,-0.0264118817,3.2838738,
236,4,236-4,high_acuity_share,0.050309673,236-5,236-6,236-6,2.44617915,42.8830643,
236,5,236-5,Leaf,,,,,-0.0258518569,3.31240582,
236,6,236-6,non_billable_noshow,0.0997218192,236-7,236-8,236-8,2.67073894,39.5706558,
236,7,236-7,revenue_per_kent_leg,70.0001984,236-9,236-10,236-10,3.10715342,34.5509262,
236,8,236-8,non_billable_noshow,0.100725584,236-11,236-12,236-12,0.309913158,5.01973104,
236,9,236-9,Leaf,,,,,-0.0264618192,2.37112069,
236,10,236-10,Leaf,,,,,0.0129045695,32.1798058,
236,11,236-11,Leaf,,,,,-0.00401823642,2.54370499,
236,12,236-12,Leaf,,,,,-0.0270937011,2.4760263,
237,0,237-0,vehicle_utilization,0.949723125,237-1,237-2,237-2,1.55187225,49.0020714,
237,1,237-1,Leaf,,,,,-0.0273470636,2.61272955,
237,2,237-2,contract_concentration,0.200034514,237-3,237-4,237-4,1.59692132,46.3893433,
237,3,237-3,contract_concentration,0.124872349,237-5,237-6,237-6,1.96568573,44.0022202,
237,4,237-4,Leaf,,,,,-0.0263920967,2.38712168,
237,5,237-5,road_hours_per_vehicle,9.00397682,237-7,237-8,237-8,1.47038996,35.3195076,
237,6,237-6,non_billable_noshow,0.0276475213,237-9,237-10,237-10,0.397067666,8.68271351,
237,7,237-7,Leaf,,,,,-0.0270736292,2.43267941,
237,8,237-8,road_hours_per_vehicle,12.2554579,237-11,237-12,237-12,1.76368809,32.8868256,
237,9,237-9,Leaf,,,,,5.51524499e-05,2.16537595,
237,10,237-10,road_hours_per_vehicle,11.4209013,237-13,237-14,237-14,0.00465750694,6.5173378,
237,11,237-11,Leaf,,,,,0.0204835869,4.34107065,
237,12,237-12,Leaf,,,,,-0.00408962183,28.5457573,
237,13,237-13,Leaf,,,,,0.007851284,2.38849664,
237,14,237-14,Leaf,,,,,0.0250109956,4.12884092,
238,0,238-0,non_billable_noshow,0.0997218192,238-1,238-2,238-2,2.03364873,47.9812737,
238,1,238-1,vehicle_utilization,0.95466727,238-3,238-4,238-4,1.95157731,43.4304237,
238,2,238-2,Leaf,,,,,-0.0252977796,4.55084848,
238,3,238-3,Leaf,,,,,-0.0256351605,3.10092521,
238,4,238-4,cost_per_road_hour,49.9392853,238-5,238-6,238-6,2.10322475,40.3294983,
238,5,238-5,contract_concentration,0.200034514,238-7,238-8,238-8,2.58382416,36.4388351,
238,6,238-6,Leaf,,,,,-0.0213957839,3.89066434,
238,7,238-7,total_volume_pool,1.20034683,238-9,238-10,238-10,2.93893957,34.043438,
238,8,238-8,Leaf,,,,,-0.0264149085,2.39539576,
238,9,238-9,Leaf,,,,,-0.0217243787,3.21200299,
238,10,238-10,Leaf,,,,,0.0131943533,30.8314362,
239,0,239-0,cost_per_road_hour,49.9392853,239-1,239-2,239-2,1.85135436,47.492466,
239,1,239-1,high_acuity_share,0.050309673,239-3,239-4,239-4,1.93691099,44.0010376,
239,2,239-2,Leaf,,,,,-0.0275463238,3.49142647,
239,3,239-3,Leaf,,,,,-0.0257754549,3.34973288,
239,4,239-4,contract_concentration,0.200034514,239-5,239-6,239-6,2.06044745,40.6513062,
239,5,239-5,billed_utilization,1.05165946,239-7,239-8,239-8,2.45702648,38.1598473,
239,6,239-6,Leaf,,,,,-0.026808491,2.49145842,
239,7,239-7,Leaf,,,,,-0.02436308,3.05079985,
239,8,239-8,revenue_per_kent_leg,70.0001984,239-9,239-10,239-10,2.83669925,35.1090469,
239,9,239-9,Leaf,,,,,-0.0263920557,2.36426377,
239,10,239-10,Leaf,,,,,0.011156993,32.7447853,
240,0,240-0,high_acuity_share,0.0498093776,240-1,240-2,240-2,1.62756336,48.4514351,
240,1,240-1,Leaf,,,,,-0.027131401,2.53062153,
240,2,240-2,road_hours_per_vehicle,8.96322536,240-3,240-4,240-4,1.79627705,45.9208145,
240,3,240-3,Leaf,,,,,-0.0268957689,2.38493824,
240,4,240-4,revenue_per_kent_leg,70.0001984,240-5,240-6,240-6,1.98549557,43.5358772,
240,5,240-5,Leaf,,,,,-0.0262231939,2.33054018,
240,6,240-6,contract_concentration,0.200034514,240-7,240-8,240-8,2.29654384,41.2053375,
240,7,240-7,non_billable_noshow,0.0997218192,240-9,240-10,240-10,2.78542376,38.8880463,
240,8,240-8,Leaf,,,,,-0.0260556191,2.31729007,
240,9,240-9,Leaf,,,,,0.0117593408,34.1143875,
240,10,240-10,Leaf,,,,,-0.017800929,4.77365971,
241,0,241-0,road_hours_per_vehicle,8.96322536,241-1,241-2,241-2,1.4866128,47.9658127,
241,1,241-1,Leaf,,,,,-0.0272935424,2.50278926,
241,2,241-2,high_acuity_share,0.050309673,241-3,241-4,241-4,1.64195216,45.4630241,
241,3,241-3,Leaf,,,,,-0.0245050378,3.06697989,
241,4,241-4,high_acuity_share,0.20025,241-5,241-6,241-6,1.9736588,42.3960457,
241,5,241-5,vehicle_utilization,1.08447874,241-7,241-8,241-8,0.162442327,6.95009756,
241,6,241-6,vehicle_utilization,0.95466727,241-9,241-10,241-10,1.26462734,35.4459457,
241,7,241-7,Leaf,,,,,0.00375527563,2.01499128,
241,8,241-8,Leaf,,,,,0.0230097007,4.93510628,
241,9,241-9,Leaf,,,,,-0.024219228,2.6209383,
241,10,241-10,non_billable_noshow,0.0997218192,241-11,241-12,241-12,1.51056004,32.8250084,
241,11,241-11,Leaf,,,,,0.0037143426,28.3658524,
241,12,241-12,Leaf,,,,,-0.0188414212,4.45915556,
242,0,242-0,billed_utilization,1.26473141,242-1,242-2,242-2,1.41570616,46.6460724,
242,1,242-1,road_hours_per_vehicle,9.00397682,242-3,242-4,242-4,1.27887666,40.3437729,
242,2,242-2,vehicle_utilization,1.09373772,242-5,242-6,242-6,0.227897108,6.30229759,
242,3,242-3,Leaf,,,,,-0.0284297392,2.75482464,
242,4,242-4,road_hours_per_vehicle,10.4829884,242-7,242-8,242-8,1.49155998,37.5889473,
